biome,defName,label,mod,band,bodySize,commonality,belong,standout,defence,status,reason,promoted
RUT_ExtremeDesert,JOE_Cephalope,cephalope,Cephaloids,,1.2000000476837158,0.5,,,0.58,import,"dune_sea + deep_desert: owner review 2026-09 (round2 move mapping): sand burrower & swimmer, absorb & retire mod, anywhere there is deep hot sand",0
RUT_ExtremeDesert,RSW_TruffleMole,truffle mole,RimMandrake: SW — Bestiary,,0.9,0.5,,,,import,"dune_sea + deep_desert: owner review 2026-09 (round2 move mapping): sand burrower, desert & extreme desert, 0.4 cells; ROSTER_DEAD_BMT_NAMES_SWEEP_1: renamed from BMT_TruffleMole to the already-ported, already-wired RSW_ name (RUT_ExtremeDesert)",0
RUT_ExtremeDesert,AA_Needleroll,needleroll,Alpha Animals,grain-scale,0.15000000596046448,0.3,,,0.429,adjust-keep,dune_sea + deep_desert: passes R22: bs 0.15 (MEASURED); non-pursuit; feeds on light — fits eternal-noon energy surplus (dune sea §2); trimmed 0.75→0.3 for sparseness target,0
RUT_ExtremeDesert,Kreetle,kreetle,Star Wars Animal Collection (Continued),grain-scale,0.20000000298023224,0.2,,,0.605,keep,dune_sea + deep_desert: passes R22: bs 0.2 (MEASURED); SW desert beetle (prep §1.2),0
RUT_ExtremeDesert,WarWyrm,war wyrm,Star Wars Animal Collection (Continued),giant,15,0.2,,,1.0,keep,dune_sea + deep_desert: owner card 2026-09-09: ruled a BURROWER — subsurface-strike read satisfies R22 predator law; bs 15 passes size (MEASURED),0
RUT_ExtremeDesert,AA_Eyeling,ikee,Alpha Animals,grain-scale,0.4000000059604645,0.15,,,0.56,adjust-keep,dune_sea + deep_desert: passes R22: bs 0.13 (MEASURED); subsurface-plausible micro-fauna (prep §1.2); trimmed 0.25→0.15 for sparseness,0
RUT_ExtremeDesert,AA_SpinedGow,spined gow,Alpha Animals,plated-grazer,2.75,0.15,,,0.469,import,dune_sea + deep_desert: owner review 2026-09 (round2 move mapping): extreme desert,0
RUT_ExtremeDesert,KraytDragon,krayt dragon,Star Wars Animal Collection (Continued),giant,12,0.15,,,0.95,keep,"dune_sea + deep_desert: passes R22: bs 12 (MEASURED); ICON — canonical dune-swimmer, subsurface strike is its native read (prep §1.2)",0
RUT_ExtremeDesert,AA_Dunealisk,dunealisk,Alpha Animals,giant-subsurface,2,0.1,,,0.85,import,"dune_sea + deep_desert: subsurface strike only — the one legal predator archetype (dune sea §6, prep §1.4)",0
RUT_ExtremeDesert,GraniteSlug,granite slug,Star Wars Animal Collection (Continued),grain-scale,0.20000000298023224,0.1,,,0.605,keep,"dune_sea + deep_desert: passes R22 size law: bs 0.2, spd 1.0 (MEASURED); slow mineral-eater, alien; prep §1.2 model grain resident; §9 trims it to dune sea + poison forest",0
RUT_ExtremeDesert,Scurrier,scurrier,Star Wars Animal Collection (Continued),grain-scale,0.20000000298023224,0.1,,,0.555,adjust-keep,dune_sea + deep_desert: passes R22: bs 0.2 (MEASURED); owner card 2026-09-09: trimmed to commonality ≤0.1 grain-scale here,0
RUT_ExtremeDesert,AA_BoulderMit,bouldermit,Alpha Animals,giant,4,0.025,,,0.733,keep,"dune_sea + deep_desert: passes R22: bs 4.0, spd 1.0 (MEASURED); slow dormant-looking giant (prep §1.2)",0
RUT_ExtremeDesert,Gizka,gizka,Star Wars Animal Collection (Continued),grain-scale,0.18000000715255737,0.01,,,0.555,keep,"dune_sea + deep_desert: passes R22: bs 0.18 (MEASURED); SW icon (KOTOR), carve-out (dune sea ban list: icons protected)",0
RUT_ExtremeDesert,GreaterKraytDragon,greater krayt dragon,Star Wars Animal Collection (Continued),giant,15,0.001,,,0.95,keep,dune_sea + deep_desert: passes R22: bs 15 (MEASURED); icon; commonality already correctly near-zero (prep §1.2),0
RUT_ExtremeDesert,AA_TetraSlug,tetra slug,Alpha Animals,giant,5,0.0005,,,0.65,keep,"dune_sea + deep_desert: passes R22: bs 5.0, spd 0.6 (MEASURED); barely-moving alien giant (prep §1.2)",0
RUT_FeverWood,AA_SmallButterfly,small butterflies,Alpha Animals,,0.009999999776482582,0.5,,,0.55,import,"the_fever_wood: owner review 2026-09 (round2 move mapping): 0.2 cell, flits around the arid shrubland  | PLACED: the_greentide + the_fever_wood — owner note: move to jungle (homeless disposition sitting, frozen 2026-09-10)",0
RUT_FeverWood,RSW_GlowSlug,glowbulb,RimMandrake: SW — Bestiary,sap-drinker,0.4,0.5,,,,keep,"the_fever_wood: §4 sap-drinkers at the bark; spd 0.8 (MEASURED) — the stillness incarnate; MIASMA_FEVERWOOD_GREENTIDE_BMT_1: renamed from BMT_GlowSlug to the already-ported, already-wired RSW_ name (RUT_FeverWood at 0.5)",0
RUT_FeverWood,Urusai,urusai,Star Wars Animal Collection (Continued),crown-flier,0.75,0.5,,,0.619,keep,"the_fever_wood: §4 crown residents in ambivalent harmony; patient scavenger-predator, spd 3.0 (MEASURED) — waits, does not chase",0
RUT_FeverWood,VFEI2_Megathrips,megathrips,Vanilla Factions Expanded - Insectoids 2,wood-borer,0.3499999940395355,0.5,,,0.742,keep,the_fever_wood: §4 borers eating cave-systems into living wood; small patient predator allowed by §4,0
RUT_FeverWood,Gelagrub,gelagrub,Star Wars Animal Collection (Continued),crown-grazer,2.4000000953674316,0.4,,,0.51,adjust-keep,the_fever_wood: §4 canopy grazers; herd grub (MEASURED special); comm 0.18→0.4 — the crown is where the life is,0
RUT_FeverWood,Nuna,nuna,Star Wars Animal Collection (Continued),grazer,0.6000000238418579,0.4,,,0.415,keep,the_fever_wood: §4 natives wait or graze; herd (MEASURED special); SW icon,0
RUT_FeverWood,Convor,convor,Star Wars Animal Collection (Continued),crown-flier,0.4000000059604645,0.3,,,0.56,import,the_fever_wood: §4 crown watcher; SW icon; R17,0
RUT_FeverWood,LongtailGorg,longtail gorg,Star Wars Animal Collection (Continued),wait-ambush,0.6000000238418579,0.3,,,0.565,keep,"the_fever_wood: §4 small patient predators; spd 2.3 (MEASURED) — sits at bore-mouths, never chases (ban 3 passed)",0
RUT_FeverWood,Whisperbird,whisperbird,Star Wars Animal Collection (Continued),crown-flier,0.4000000059604645,0.3,,,0.56,import,the_fever_wood: §4 crown life; R17 fliers cross biomes,0
RUT_FeverWood,RSW_JewelBeetle,jewel beetle,RimMandrake: SW — Bestiary,crown-grazer,2.45,0.2,,,,import,"the_fever_wood: §4 harmony guild; slow non-predator bs 2.45 spd 3.1 (MEASURED); bark-working beetle body; MIASMA_FEVERWOOD_GREENTIDE_BMT_1: renamed from BMT_JewelBeetle to the already-ported, already-wired RSW_ name (RUT_FeverWood at 0.2)",0
RUT_FeverWood,RSW_AcidSlug,acid slug,RimMandrake: SW — Bestiary,ground-slow,4.0,0.05,,,,keep,"the_fever_wood: §4 the ground is for the brave; spd 1.5 (MEASURED) — waits; trace, the floor stays mostly empty; MIASMA_FEVERWOOD_GREENTIDE_BMT_1: renamed from BMT_AcidSlug to the already-ported, already-wired RSW_ name (RUT_FeverWood at 0.05)",0
RUT_FeverWood,Fambaa,fambaa,Star Wars Animal Collection (Continued),the-terribly-lost,6,0.02,,,0.717,import,"the_fever_wood: §4 big animals wander in, drink at the mirrors, and are subtracted — trace commonality IS the ambient tragedy",0
RUT_ForsakenCrags,AA_Behemoth,Behemoth,Alpha Animals,,8,0.5,,,0.867,import,"forsaken_crags: owner review 2026-09 (round2 move mapping): crag, 16 squares",0
RUT_ForsakenCrags,AA_DuskRat,dusk rat,Alpha Animals,small,0.15000000596046448,0.5,,,0.554,keep,"forsaken_crags: §4 owner's ruling: the dusk rat stays, the art goes — behavior-named exemption (§6 ban 8); sprite is a placeholder in violation until redo",0
RUT_ForsakenCrags,AA_Murkling,murkling,Alpha Animals,small,0.3499999940395355,0.5,,,0.409,keep,forsaken_crags: donor family §4 (murkling scavenger packs); §9 trim satisfied — the crags are its named home,0
RUT_ForsakenCrags,AA_NightMule,nightmule,Alpha Animals,large,2.799999952316284,0.5,,,0.47,keep,"forsaken_crags: donor family §4 (nightmule) — the domestic line; legal here at −10 °C median (MEASURED §0), unlike the nightside",0
RUT_ForsakenCrags,GR_Nighthrumbo,nighthrumbo,Vanilla Genetics Expanded,,3,0.5,,,0.675,import,forsaken_crags: owner review 2026-09 (round2 move mapping): Crags,0
RUT_ForsakenCrags,AA_CrepuscularBeetle,Crepuscular Beetle,Alpha Animals,large,3,0.35,,,0.758,keep,forsaken_crags: donor family §4 (crepuscular beetle),0
RUT_ForsakenCrags,AA_DuskProwler,dusk prowler,Alpha Animals,medium-pred,1.5,0.2,,,0.621,keep,forsaken_crags: donor family §4 (dusk prowler),0
RUT_ForsakenCrags,AA_NightAve,night ave,Alpha Animals,medium,1.100000023841858,0.2,,,0.578,keep,forsaken_crags: donor family §4 (night ave),0
RUT_ForsakenCrags,AA_Nightling,nightling,Alpha Animals,medium-apex,1,0.2,,,0.575,keep,forsaken_crags: donor family §4: quill-throwing apex predator; nocturnal-to-the-bone suite is the population (owner's wholesale ruling),0
RUT_ForsakenCrags,AA_DarkVandal,dark vandal,Alpha Animals,medium,1.2000000476837158,0.15,,,0.58,keep,forsaken_crags: donor family §4 (dark vandal),0
RUT_ForsakenCrags,AA_NightRam,nightram,Alpha Animals,large,2.5,0.09,,,0.463,keep,forsaken_crags: donor family §4 (nightram),0
RUT_ForsakenCrags,AA_ShadowCharger,shadow charger,Alpha Animals,large,2.5,0.09,,,0.463,keep,forsaken_crags: donor family §4 (shadow charger),0
RUT_ForsakenCrags,AA_Thunderox,thunderox,Alpha Animals,large,2.5,0.09,,,0.463,keep,forsaken_crags: donor family §4 (thunderox),0
RUT_ForsakenCrags,AA_SandProwler,sand prowler,Alpha Animals,medium-pred,2,0.075,,,0.6,keep,"forsaken_crags: donor family §4 (sand prowler); terrain-hiding graphic (register special, MEASURED)",0
RUT_ForsakenCrags,AA_Frostling,frostling,Alpha Animals,medium-pred,1.5,0.05,,,0.621,import,forsaken_crags: sheet Owed: owner 2026-09-06 moved the Frostling back from the propane lakes — the Nightling's polar cousin; spd 6.0 pred (MEASURED) legal — crags carry no speed ban,0
RUT_ForsakenCrags,AA_Darkbeast,darkbeast,Alpha Animals,medium,1.5,0.005,,,0.488,keep,"forsaken_crags: §4 owner's ruling: wears a trailing halo of Dark — EM particle interaction; kept at trace, the moving knot of blindness",0
RUT_Greentide,Gizka,gizka,Star Wars Animal Collection (Continued),floor-vermin,0.18000000715255737,1.0,,,0.555,keep,the_greentide: §4 fruit strategy — free calories breed vermin; SW icon (KOTOR),0
RUT_Greentide,Clodhopper,clodhopper,Star Wars Animal Collection (Continued),floor-vermin,0.5,0.7,,,0.572,keep,the_greentide: §4 everything eats everything — small hopper prey base,0
RUT_Greentide,Whisperbird,whisperbird,Star Wars Animal Collection (Continued),flier,0.4000000059604645,0.7,,,0.56,keep,"the_greentide: §4 The Fliers — absolutely everywhere, screaming; R17",0
RUT_Greentide,Worrt,worrt,Star Wars Animal Collection (Continued),ambush,0.6000000238418579,0.7,,,0.585,keep,"the_greentide: §4 open free-for-all; positional water-margin ambusher, spd 2.5 (MEASURED); SW icon",0
RUT_Greentide,AA_SmallButterfly,small butterflies,Alpha Animals,,0.009999999776482582,0.5,,,0.55,import,"the_greentide: owner review 2026-09 (round2 move mapping): 0.2 cell, flits around the arid shrubland  | PLACED: the_greentide + the_fever_wood — owner note: move to jungle (homeless disposition sitting, frozen 2026-09-10)",0
RUT_Greentide,RUT_GreentideAntRace,giant ant,self (THEY_MOD_REPLICATION_1 — replicated from They! (Giant Ants)),,2,0.5,,,0.683,port,the_greentide: owner review 2026-09 (round2 move mapping): Only the raiding events in the greentide jungles and surrounding area,0
RUT_Greentide,Shiro,shiro,Star Wars Animal Collection (Continued),floor-ambush,0.5,0.5,,,0.729,keep,the_greentide: §4 free-for-all; slow sit-and-wait (spd 1.0 MEASURED),0
RUT_Greentide,Klorslug,k'lor'slug,Star Wars Animal Collection (Continued),gnawer,1.5,0.4,,,0.737,keep,the_greentide: §4 The Gnawers — insectoid chewing the wet floor; SW canon swamp slug,0
RUT_Greentide,Mott,mott,Star Wars Animal Collection (Continued),brake,0.75,0.4,,,0.419,import,the_greentide: §4 The Brakes — small swamp grazer herd (MEASURED); grazing suppresses encroachment,0
RUT_Greentide,Nuna,nuna,Star Wars Animal Collection (Continued),brake,0.6000000238418579,0.4,,,0.415,import,the_greentide: §4 fruit-eater herd; SW icon; passes-seed-quickly read,0
RUT_Greentide,RSW_Diggerpede,diggerpede,RimMandrake: SW — Bestiary,floor-predator,1.5,0.4,,,,keep,"the_greentide: §4 no pursuit ban here; root-tangle predator; MIASMA_FEVERWOOD_GREENTIDE_BMT_1: renamed from BMT_Diggerpede to the already-ported, already-wired RSW_ name (RUT_Greentide at 0.4)",0
RUT_Greentide,VFEI2_Swarmling,swarmlings,Vanilla Factions Expanded - Insectoids 2,floor-vermin,0.20000000298023224,0.4,,,0.605,adjust-keep,the_greentide: §4 filth-and-sprouts carpet is the strategy working; comm trimmed 1.0→0.4 (design choice),0
RUT_Greentide,AA_Needlepost,needlepost,Alpha Animals,floor-vermin,0.7900000214576721,0.3,,,0.47,keep,the_greentide: §4 free-for-all; venom-armed herd (MEASURED special),0
RUT_Greentide,Convor,convor,Star Wars Animal Collection (Continued),flier,0.4000000059604645,0.3,,,0.56,import,"the_greentide: §4 The Fliers; SW icon, swamp-forest native (register biomes MEASURED)",0
RUT_Greentide,Falumpaset,falumpaset,Star Wars Animal Collection (Continued),brake,3,0.3,,,0.625,import,the_greentide: §4 The Brakes — bs 3.0 swamp herd (MEASURED); Naboo icon,0
RUT_Greentide,Gelagrub,gelagrub,Star Wars Animal Collection (Continued),gnawer,2.4000000953674316,0.3,,,0.51,import,"the_greentide: §4 The Gnawers — herd grub indifferent to predation (Felucia, SW icon)",0
RUT_Greentide,Kinrath,kinrath,Star Wars Animal Collection (Continued),canopy-ambush,1.2000000476837158,0.3,,,0.705,adjust-keep,the_greentide: §4 Swinger-predator; venomous (MEASURED); SW icon (KOTOR); comm 0.4→0.3 so the Webwork keeps spider primacy,0
RUT_Greentide,Fambaa,fambaa,Star Wars Animal Collection (Continued),shatterer,6,0.25,,,0.717,import,"the_greentide: §4 The Shatterers — bs 6.0 herd megafauna (MEASURED), migrates in herds (MEASURED special); Naboo swamp icon",0
RUT_Greentide,PekoPeko,Peko-peko,Star Wars Animal Collection (Continued),flier,2.5,0.2,,,0.662,import,the_greentide: §4 The Fliers; floats over water (MEASURED special) — river-line bird analog,0
RUT_Greentide,Hawkbat,hawk-bat,Star Wars Animal Collection (Continued),flier-predator,2,0.18,,,0.65,keep,the_greentide: §4 The Fliers; canopy predator (bs 2.0 MEASURED),0
RUT_Greentide,Dragonsnake,Dragonsnake,Star Wars Animal Collection (Continued),lunger,4,0.12,,,0.792,adjust-keep,"the_greentide: §4 The Lungers + ban 6; Dagobah water predator, SW icon; comm 0.05→0.12",0
RUT_Greentide,AA_Wildpawn,wildpawn,Alpha Animals,medium-venom,1.399999976158142,0.1,,,0.685,import,the_greentide: owner review 2026-09 (round2 move mapping): steaming jungle = the_greentide (sitting ruling 2026-09-10),0
RUT_Miasma,VFEI2_Swarmling,swarmlings,Vanilla Factions Expanded - Insectoids 2,vermin,0.20000000298023224,0.7,,,0.605,keep,the_miasma: §2 the drain — everything ends up here; crowding is the read,0
RUT_Miasma,Blarth,blarth,Star Wars Animal Collection (Continued),,0.3199999928474426,0.5,,,0.558,import,"the_miasma: owner review 2026-09 (round2 move mapping): Miasma, domesticatable, Hutt pets, 1 cell | DUAL-LISTED: Miasma wild resident AND ninth-roster faction animal (Hutt-adjacent); wild ones read as escaped/feral stock (owner card ruling 2026-09-10)",0
RUT_Miasma,Blixus,blixus,Star Wars Animal Collection (Continued),,4,0.5,,,0.9,import,the_miasma: owner review 2026-09 (round2 move mapping): The Grey Sea and the Maiasma,0
RUT_Miasma,Bogwing,bogwing,Star Wars Animal Collection (Continued),,0.699999988079071,0.5,,,0.567,import,the_miasma: owner review 2026-09 (round2 move mapping): miasma flyer,0
RUT_Miasma,JRWBeelzebufo,Beelzebufo,Jurassic Rimworld - Dinosaurs Only (Continued),,1.5,0.5,,,0.588,import,"the_miasma: owner review 2026-09 (round2 move mapping): Maisma | RENAME + REDEFINE ruled (non-SW): keep the giant-ambush-frog body plan, new name + alienized art via the redo pipeline (owner card ruling 2026-09-10)",0
RUT_Miasma,MarshHaunt,marsh haunt,Star Wars Animal Collection (Continued),,2.5,0.5,,,0.688,import,"the_miasma: owner review 2026-09 (round2 move mapping): Maisma | PLACED: the_miasma (homeless disposition sitting, frozen 2026-09-10)",0
RUT_Miasma,RSW_PodWorm,pod worm,RimMandrake: SW — Bestiary,,4.0,0.5,,,,import,"the_miasma: owner review 2026-09 (round2 move mapping): Maisma; MIASMA_FEVERWOOD_GREENTIDE_BMT_1: renamed from BMT_PodWorm to the ported RSW_ name and WIRED into RUT_Miasma at 0.5 (was admitted by the round2 mapping but never wired anywhere). CUT by the Lantern Deeps sheet 2026-09-19, which under the owner's 2026-09-21 ruling is scoped to the Deeps only. bodySize 4 (MEASURED); the biome still passes ECOSYSTEM_PYRAMID_LAW_1 at ~72% small-weighted commonality, down from 76.1%",0
RUT_Miasma,Runyip,runyip,Star Wars Animal Collection (Continued),muck-forager,1.5,0.5,,,0.457,adjust-keep,the_miasma: §4 composter-adjacent forager; Naboo swamp icon; herd (MEASURED); comm 0.4→0.5,0
RUT_Miasma,VFEI2_BlackSwarmling,black swarmlings,Alpha Animals,vermin,0.20000000298023224,0.5,,,0.605,keep,the_miasma: §2 the drain,0
RUT_Miasma,RSW_CrestedDragon,crested dragon,RimMandrake: SW — Bestiary,channel-predator,0.7,0.4,,,,keep,"the_miasma: §2 lifeboat crowding — no chase ban here; alien wet lizard; MIASMA_FEVERWOOD_GREENTIDE_BMT_1: renamed from BMT_CrestedDragon to the already-ported, already-wired RSW_ name (RUT_Miasma at 0.4)",0
RUT_Miasma,RSW_MeeJuv,young mee scalefish,RimMandrake: SW — Bestiary,nursery,0.15,0.4,,,,import,the_miasma: R11 + §4 the nursery — the Grey Sea's roster breeds here; juveniles swarm the shallows,0
RUT_Miasma,Shiro,shiro,Star Wars Animal Collection (Continued),arthropod-floor,0.5,0.4,,,0.729,keep,the_miasma: §4 armored scuttler; slow (spd 1.0 MEASURED),0
RUT_Miasma,Anooba,anooba,Star Wars Animal Collection (Continued),scavenger,0.949999988079071,0.3,,,0.574,keep,the_miasma: §2 the compost of a war feeds scavenger packs; SW icon,0
RUT_Miasma,Grank,Grank,Star Wars Animal Collection (Continued),channel-predator,0.8500000238418579,0.3,,,0.621,import,the_miasma: §2 refugee crowding; wet SW predator (evicted from the Fever Wood's stillness),0
RUT_Miasma,RSW_AaroxisDendoria,aaroxis dendoria,RimMandrake: SW — Bestiary,strange,1.0,0.3,,,,keep,"the_miasma: §1 on the verge of something — slow alien oddity (spd 2.0 MEASURED); MIASMA_FEVERWOOD_GREENTIDE_BMT_1: renamed from BMT_AaroxisDendoria to the already-ported, already-wired RSW_ name (RUT_Miasma at 0.3). The Lantern Deeps sheet (2026-09-19) ruled this species CUT there; owner ruled 2026-09-21 that a sheet's cut is scoped to that sheet's biome only, so it stays admitted here",0
RUT_Miasma,RSW_FaaJuv,young faa scalefish,RimMandrake: SW — Bestiary,nursery,0.2,0.3,,,,import,the_miasma: R11 nursery ring,0
RUT_Miasma,RSW_LaaJuv,young laa scalefish,RimMandrake: SW — Bestiary,nursery,0.4,0.3,,,,import,the_miasma: R11 nursery ring,0
RUT_Miasma,RSW_YobshrimpJuv,young pale yobshrimp,RimMandrake: SW — Bestiary,nursery,0.2,0.3,,,,import,the_miasma: R11 nursery — the pale young of the brine line,0
RUT_Miasma,Whisperbird,whisperbird,Star Wars Animal Collection (Continued),flier,0.4000000059604645,0.3,,,0.56,keep,the_miasma: R17 fliers cross biomes; delta flocks,0
RUT_Miasma,RSW_RustNipperJuv,young rust nipper,RimMandrake: SW — Bestiary,nursery,0.25,0.25,,,,import,the_miasma: R11 nursery,0
RUT_Miasma,RSW_SiltLampreyJuv,young silt lamprey,RimMandrake: SW — Bestiary,nursery,0.2,0.25,,,,import,the_miasma: R11 nursery; silt-working juvenile,0
RUT_Miasma,AA_Lockjaw,lockjaw,Alpha Animals,channel-predator,2.5,0.2,,,0.613,keep,the_miasma: §4 the shallows' jaws; slow (spd 3.0 MEASURED),0
RUT_Miasma,AA_Mantrap,mantrap,Alpha Animals,root-ambush,2,0.2,,,0.65,keep,the_miasma: §3 the stilt-root maze is the terrain — root-maze ambusher,0
RUT_Miasma,AA_RaptorShrimp,raptor shrimp,Alpha Animals,channel-predator,1.399999976158142,0.2,,,0.702,keep,the_miasma: §4 the water crowds with life — crustacean predator,0
RUT_Miasma,Vornskyr,vornskyr,Star Wars Animal Collection (Continued),strange,2,0.15,,,0.63,keep,"the_miasma: §1 verge-of-something register; SW icon, venomous (MEASURED)",0
RUT_Miasma,AA_DecayDrake,decay drake,Alpha Animals,composter,1,0.1,,,0.575,keep,the_miasma: §4 the composters — decay-feeding is the biome's engine,0
RUT_Miasma,AA_Helixien,helixien,Alpha Animals,strange,4,0.1,,,0.65,keep,the_miasma: §1 strange slow bulk (spd 0.6 MEASURED),0
RUT_Miasma,AA_Slurrypede,slurrypede,Alpha Animals,composter,2,0.1,,,0.833,adjust-keep,the_miasma: §4 burrowing muck-worker digesting the sin-soup; comm 0.005→0.1 — composters are a named ring,0
RUT_Miasma,AA_Thermadon,thermadon,Alpha Animals,channel-predator,1.5,0.1,,,0.746,keep,the_miasma: §2 hot delta (42.8 °C median MEASURED),0
RUT_Miasma,RSW_OpeeSeaKillerJuv,sub-adult opee sea killer,RimMandrake: SW — Bestiary,nursery-guard,1.4,0.05,,,,import,the_miasma: R11 — a sub-adult lingering at the crèche mouths; 'don't kill what's small here' (§4),0
RUT_Miasma,Zakkeg,zakkeg,Star Wars Animal Collection (Continued),big-wanderer,5,0.05,,,1.0,keep,the_miasma: §2 crowding brings big bodies to the fresh end; SW icon; trace,0
RUT_Miasma,RSW_SandoAquaMonster,sando aqua monster,RimMandrake: SW — Bestiary,bottom-walker adult — the submerged herds,14.0,0.03,,,,import,the_miasma: owner review 2026-09 (round2 move mapping): Miasma,0
RUT_PoisonForest,Neebray,neebray,Star Wars Animal Collection (Continued),small-flier,0.20000000298023224,0.8,,,0.605,keep,poison_forest: ban 9 pass: spd 3.0 (MEASURED); §9 BINDING names poison forest + caves its two homes,0
RUT_PoisonForest,GR_Beetlefleet,beetlefleet,Vanilla Genetics Expanded,small-shelled,0.30000001192092896,0.7,,,0.558,keep,poison_forest: sealed law pass: shelled; ban 9 pass: spd 2.5 (MEASURED); prep §5.2 keep,0
RUT_PoisonForest,AA_InfectedAerofleet,infected aerofleet,Alpha Animals,small,0.20000000298023224,0.5,,,0.405,keep,poison_forest: spd 2.84 (MEASURED); 'infected' = the biome's read (prep §5.2),0
RUT_PoisonForest,AA_LuciferBug,luciferbug,Alpha Animals,,0.15000000596046448,0.5,,,0.654,import,poison_forest: owner review 2026-09 (round2 move mapping): poison forest,0
RUT_PoisonForest,AA_OcularJelly,ocular jelly,Alpha Animals,small,0.5,0.5,,,0.413,keep,poison_forest: eye-heavy signature (sheet §4: many-eyes lane); spd 2.0 (MEASURED),0
RUT_PoisonForest,AA_Radyak,radyak,Alpha Animals,,2.5,0.5,,,0.463,import,poison_forest: owner review 2026-09 (round2 move mapping): Poison Forest,0
RUT_PoisonForest,AA_RipperHound,ripper hound,Alpha Animals,,1.5,0.5,,,0.654,import,poison_forest: owner review 2026-09 (round2 move mapping): Poison Forest,0
RUT_PoisonForest,Silooth,silooth,Star Wars Animal Collection (Continued),,3,0.5,,,0.808,import,"poison_forest: owner review 2026-09 (round2 move mapping): PLACED: poison_forest — owner note: Poison Forest (homeless disposition sitting, frozen 2026-09-10)",0
RUT_PoisonForest,AM_Dryad_Corruptor,corruptor dryad,Alpha Memes,small,0.6669999957084656,0.4,,,0.467,keep,"poison_forest: spd 3.0 (MEASURED); alien, slow, does not eat — no grazing-body conflict (ban 8)",0
RUT_PoisonForest,AM_Dryad_Ocular,ocular dryad,Alpha Memes,small,0.6669999957084656,0.4,,,0.467,keep,poison_forest: spd 4.0 (MEASURED) passes ban 9; eye-heavy per sheet §4,0
RUT_PoisonForest,AM_Dryad_Tumorous,tumorous dryad,Alpha Memes,small,0.6669999957084656,0.4,,,0.467,keep,poison_forest: spd 2.0 (MEASURED); alien slow form,0
RUT_PoisonForest,RSW_Screecher,screecher,RimMandrake: SW — Bestiary,medium-pred,1.0,0.35,,,,keep,"poison_forest: spd 3.0 (MEASURED); pack ambusher, contamination-authored (prep §5.2); ROSTER_DEAD_BMT_NAMES_SWEEP_1: renamed from BMT_Screecher to the already-ported, already-wired RSW_ name (RUT_PoisonForest)",0
RUT_PoisonForest,Visceral,visceral,Horrors (Continued),medium-pred,1.2000000476837158,0.35,,,0.672,keep,poison_forest: spd 3.85 (MEASURED) passes ban 9; sealed insectoid horror,0
RUT_PoisonForest,AA_BedBug,bedbug,Alpha Animals,small-pred,0.5,0.3,,,0.646,keep,"poison_forest: spd 3.0 (MEASURED); paralysing-bite ambusher — forest of ambushers, not chases (sheet §4)",0
RUT_PoisonForest,Mynock,mynock,Star Wars Animal Collection (Continued),small,0.5,0.2,,,0.613,import,poison_forest: §9 BINDING: Fall Line + poison forest are its two homes; spd 2.0 (MEASURED); chemosynthetic-parasite read (prep §5.4),0
RUT_PoisonForest,AA_CrystalMit,crystalmit,Alpha Animals,small,0.5,0.15,,,0.621,import,poison_forest: §9 BINDING: CrystalCaverns/PoisonForest are crystal's two sheets; spd 1.8 (MEASURED); matches the trunks' crystal fans (sheet §1),0
RUT_PoisonForest,AA_GiantCrownedSilkie,giant crowned silkie,Alpha Animals,medium,1.100000023841858,0.15,,,0.428,keep,poison_forest: spd 3.0 (MEASURED); prep §5.2 keep,0
RUT_PoisonForest,GraniteSlug,granite slug,Star Wars Animal Collection (Continued),grain,0.20000000298023224,0.15,,,0.605,import,"poison_forest: §9 BINDING: ExtremeDesert + PoisonForest only; spd 1.0, mineral-eater (MEASURED) — grazes crust off stone, the sheet's only legal herbivory",0
RUT_PoisonForest,AA_DecayDrake,decay drake,Alpha Animals,medium,1,0.1,,,0.575,keep,poison_forest: spd 4.0 (MEASURED) passes ban 9; decay-themed alien,0
RUT_PoisonForest,AA_Helixien,helixien,Alpha Animals,giant,4,0.1,,,0.65,keep,poison_forest: spd 0.6 (MEASURED) — the slowest resident; corpse-decayer gas-form fits chemistry-fed patience (sheet §4),0
RUT_PoisonForest,Skalder,skalder,Star Wars Animal Collection (Continued),huge-grazer,4,0.08,,,0.623,import,poison_forest: owner review 2026-09 (round2 move mapping): Poison Forest (sitting ruling 2026-09-10),0
RUT_PoisonForest,AA_Plasmorph,plasmorph,Alpha Animals,strange,1,0.05,,,0.742,import,poison_forest: owner review 2026-09 (round2 move mapping): The Poison Forest,0
RUT_PoisonForest,AA_Wildpod,wildpod,Alpha Animals,giant,4,0.05,,,0.8,keep,"poison_forest: spd 3.0, venomous (MEASURED) — itself-toxic strategy (sheet §4: sealed or poisoned)",0
RUT_PoisonForest,Lylek,lylek,Star Wars Animal Collection (Continued),apex,5,0.05,,,1.0,import,poison_forest: owner review 2026-09 (round2 move mapping): Poison Forest,0
RUT_RustCathedral,GR_Mechachicken,mecha-chicken,Vanilla Genetics Expanded,,0.75,0.5,,,0.519,import,the_rust_cathedral: owner review 2026-09 (round2 move mapping): rust cathedral | CUT — cathedral mech-vermin trim (owner card 2026-09-10); name already failed recognizability,0
