# Desert enrichment plan — part of BIOME_ENRICHMENT_DESERT_WASTELAND_1
# Sheet: design/Jawa/worldbuilding/biomes/desert.md (FROZEN, BIOME_FREEZE_FABLE_REVIEW_1)
# Before: 3932 tiles, 2077 zero-mutator (53%). Target: ~35% zero (1376), so 701 tiles touched, 981 rows.
# Every pick supports the shade-patch/sprint-economy mechanism; no pursuit predators, no day/night,
# no local fire, no lush (hard bans Sec.6) were introduced by any of these.
# Lore fit per def:
#   GL_DesertPlateau    - the shade-casting mesa: "settlements on the big patches" (Sec.8) sit here.
#   GL_Cliff            - the vertical that "throws a shadow four times its own height" (Sec.1).
#   GL_CliffCorner      - variety on the same shade-caster silhouette language (Sec.9).
#   VEE_MigratoryHerds  - megafauna crossing between shade harbours (Sec.4c "circulatory system").
#   VEE_AggressiveHerds - the patch commons' stratified hierarchy defending the cool centre (Sec.4).
#   VEE_HardToTraverse  - the stripped hardpan/pavement: "nothing can swim up at you... no shade
#                         either" (Sec.4, "soft ground and hard ground").
#   VEE_QuicksandPits   - soft sand where "some burrowing is possible wherever sand exists" (Sec.4).
#   GL_CaveEntrance     - "rock shelters and crevice dwellings in the hills" (Sec.8).
#   Sandy               - the buried-canopy ultracactus ground cover (Sec.4b).
#   WindyMutator        - the ash/smoke haze arriving from Pyreland fires (Sec.4 "the smoke is a gift").
tile,action,def
15472,mutator,WindyMutator
15474,mutator,GL_Cliff
15474,mutator,VEE_MigratoryHerds
15477,mutator,GL_Cliff
15478,mutator,VEE_QuicksandPits
15481,mutator,GL_DesertPlateau
15490,mutator,GL_CliffCorner
15490,mutator,VEE_QuicksandPits
15495,mutator,WindyMutator
15501,mutator,VEE_MigratoryHerds
15514,mutator,GL_CliffCorner
15514,mutator,VEE_MigratoryHerds
15526,mutator,VEE_HardToTraverse
15526,mutator,VEE_QuicksandPits
15529,mutator,GL_Cliff
15543,mutator,VEE_HardToTraverse
15609,mutator,VEE_AggressiveHerds
15609,mutator,VEE_MigratoryHerds
15615,mutator,VEE_MigratoryHerds
15619,mutator,Sandy
15622,mutator,GL_CaveEntrance
15622,mutator,GL_Cliff
15625,mutator,GL_Cliff
15629,mutator,VEE_MigratoryHerds
15763,mutator,GL_CliffCorner
15764,mutator,GL_Cliff
15764,mutator,GL_DesertPlateau
15781,mutator,GL_DesertPlateau
15783,mutator,Sandy
15787,mutator,GL_DesertPlateau
15788,mutator,GL_Cliff
15790,mutator,GL_CliffCorner
15793,mutator,GL_CliffCorner
15793,mutator,GL_DesertPlateau
15809,mutator,GL_DesertPlateau
15816,mutator,VEE_MigratoryHerds
15816,mutator,VEE_QuicksandPits
15818,mutator,GL_CliffCorner
15818,mutator,VEE_AggressiveHerds
15820,mutator,VEE_MigratoryHerds
15821,mutator,GL_Cliff
15823,mutator,GL_DesertPlateau
15826,mutator,Sandy
15833,mutator,VEE_AggressiveHerds
15834,mutator,VEE_AggressiveHerds
15835,mutator,GL_CaveEntrance
15835,mutator,VEE_MigratoryHerds
15839,mutator,GL_DesertPlateau
15852,mutator,GL_DesertPlateau
15856,mutator,GL_DesertPlateau
15861,mutator,VEE_MigratoryHerds
15869,mutator,GL_Cliff
15871,mutator,GL_CliffCorner
15871,mutator,VEE_HardToTraverse
15874,mutator,GL_CliffCorner
15875,mutator,GL_DesertPlateau
15875,mutator,VEE_HardToTraverse
15887,mutator,GL_DesertPlateau
15894,mutator,VEE_MigratoryHerds
15895,mutator,GL_Cliff
15899,mutator,GL_DesertPlateau
15902,mutator,VEE_MigratoryHerds
15903,mutator,GL_Cliff
15906,mutator,WindyMutator
15909,mutator,VEE_HardToTraverse
15910,mutator,VEE_QuicksandPits
15911,mutator,VEE_QuicksandPits
15912,mutator,GL_DesertPlateau
15912,mutator,VEE_AggressiveHerds
15983,mutator,GL_CliffCorner
15989,mutator,GL_Cliff
16099,mutator,GL_CliffCorner
16108,mutator,VEE_AggressiveHerds
16111,mutator,Sandy
16111,mutator,VEE_MigratoryHerds
16958,mutator,GL_DesertPlateau
17250,mutator,WindyMutator
17784,mutator,GL_Cliff
17793,mutator,GL_CaveEntrance
17793,mutator,Sandy
17796,mutator,VEE_MigratoryHerds
17797,mutator,GL_DesertPlateau
17800,mutator,GL_DesertPlateau
17804,mutator,GL_CliffCorner
17804,mutator,VEE_MigratoryHerds
17816,mutator,GL_CliffCorner
17822,mutator,GL_Cliff
17822,mutator,VEE_AggressiveHerds
17833,mutator,GL_Cliff
17833,mutator,VEE_MigratoryHerds
17838,mutator,GL_Cliff
17984,mutator,GL_CliffCorner
17984,mutator,Sandy
17986,mutator,VEE_HardToTraverse
18001,mutator,GL_CliffCorner
18001,mutator,VEE_HardToTraverse
18010,mutator,Sandy
18010,mutator,VEE_HardToTraverse
18011,mutator,GL_DesertPlateau
18017,mutator,GL_Cliff
18017,mutator,VEE_AggressiveHerds
18019,mutator,GL_DesertPlateau
18019,mutator,VEE_MigratoryHerds
18023,mutator,GL_CaveEntrance
18023,mutator,GL_DesertPlateau
18026,mutator,GL_CliffCorner
18036,mutator,GL_DesertPlateau
18041,mutator,GL_DesertPlateau
18042,mutator,VEE_HardToTraverse
18046,mutator,GL_Cliff
18048,mutator,Sandy
18048,mutator,VEE_HardToTraverse
18049,mutator,WindyMutator
18099,mutator,VEE_AggressiveHerds
18102,mutator,VEE_MigratoryHerds
18126,mutator,VEE_HardToTraverse
18126,mutator,VEE_MigratoryHerds
18127,mutator,VEE_AggressiveHerds
18128,mutator,GL_Cliff
18129,mutator,GL_DesertPlateau
18129,mutator,VEE_MigratoryHerds
18132,mutator,GL_CliffCorner
18133,mutator,GL_CaveEntrance
18133,mutator,VEE_HardToTraverse
18136,mutator,GL_Cliff
18137,mutator,VEE_AggressiveHerds
18137,mutator,VEE_HardToTraverse
18164,mutator,GL_DesertPlateau
18164,mutator,Sandy
18177,mutator,VEE_HardToTraverse
18181,mutator,GL_CliffCorner
18186,mutator,VEE_AggressiveHerds
18196,mutator,VEE_AggressiveHerds
18202,mutator,VEE_HardToTraverse
18202,mutator,VEE_MigratoryHerds
18218,mutator,GL_CaveEntrance
18221,mutator,GL_DesertPlateau
18221,mutator,VEE_QuicksandPits
18233,mutator,GL_DesertPlateau
18272,mutator,Sandy
18272,mutator,WindyMutator
18277,mutator,GL_Cliff
18277,mutator,GL_CliffCorner
18285,mutator,GL_CliffCorner
18285,mutator,VEE_HardToTraverse
18287,mutator,GL_Cliff
18287,mutator,GL_DesertPlateau
18296,mutator,GL_DesertPlateau
18296,mutator,VEE_HardToTraverse
18303,mutator,GL_Cliff
18305,mutator,VEE_MigratoryHerds
19109,mutator,GL_CaveEntrance
19109,mutator,GL_Cliff
19125,mutator,GL_Cliff
19125,mutator,VEE_HardToTraverse
19131,mutator,VEE_QuicksandPits
19132,mutator,GL_CliffCorner
19133,mutator,VEE_HardToTraverse
19133,mutator,VEE_MigratoryHerds
19134,mutator,VEE_HardToTraverse
19205,mutator,VEE_HardToTraverse
19205,mutator,VEE_MigratoryHerds
19212,mutator,VEE_MigratoryHerds
19502,mutator,VEE_MigratoryHerds
19532,mutator,Sandy
19551,mutator,GL_Cliff
19557,mutator,GL_DesertPlateau
19559,mutator,VEE_AggressiveHerds
19561,mutator,GL_Cliff
19561,mutator,VEE_HardToTraverse
19562,mutator,Sandy
19563,mutator,VEE_AggressiveHerds
19563,mutator,WindyMutator
19697,mutator,VEE_AggressiveHerds
19703,mutator,GL_CliffCorner
19703,mutator,VEE_HardToTraverse
19706,mutator,Sandy
19709,mutator,GL_CliffCorner
19721,mutator,VEE_MigratoryHerds
19734,mutator,WindyMutator
19937,mutator,GL_DesertPlateau
19937,mutator,VEE_HardToTraverse
19939,mutator,VEE_HardToTraverse
19939,mutator,VEE_QuicksandPits
20004,mutator,VEE_MigratoryHerds
20005,mutator,WindyMutator
20008,mutator,Sandy
20037,mutator,Sandy
20045,mutator,GL_CaveEntrance
20045,mutator,VEE_QuicksandPits
20056,mutator,GL_DesertPlateau
20056,mutator,Sandy
20059,mutator,GL_CliffCorner
20060,mutator,GL_Cliff
20061,mutator,Sandy
20180,mutator,VEE_HardToTraverse
20184,mutator,GL_CaveEntrance
20184,mutator,WindyMutator
20186,mutator,GL_Cliff
20190,mutator,GL_DesertPlateau
20190,mutator,Sandy
20208,mutator,GL_CaveEntrance
20208,mutator,VEE_MigratoryHerds
20209,mutator,VEE_AggressiveHerds
20209,mutator,WindyMutator
20210,mutator,GL_DesertPlateau
20210,mutator,Sandy
20230,mutator,VEE_QuicksandPits
20243,mutator,GL_CliffCorner
20243,mutator,VEE_AggressiveHerds
20246,mutator,VEE_MigratoryHerds
20250,mutator,GL_CaveEntrance
20250,mutator,VEE_HardToTraverse
20259,mutator,GL_Cliff
20267,mutator,VEE_QuicksandPits
20272,mutator,WindyMutator
20279,mutator,Sandy
20279,mutator,VEE_MigratoryHerds
20282,mutator,GL_Cliff
20282,mutator,GL_DesertPlateau
20287,mutator,VEE_HardToTraverse
20292,mutator,WindyMutator
20295,mutator,VEE_AggressiveHerds
20297,mutator,GL_CliffCorner
20318,mutator,VEE_AggressiveHerds
20319,mutator,VEE_HardToTraverse
20319,mutator,VEE_MigratoryHerds
20322,mutator,GL_Cliff
20324,mutator,GL_DesertPlateau
20324,mutator,VEE_HardToTraverse
20351,mutator,VEE_AggressiveHerds
20351,mutator,VEE_HardToTraverse
20423,mutator,GL_CliffCorner
20423,mutator,VEE_QuicksandPits
20429,mutator,GL_Cliff
20444,mutator,GL_Cliff
20444,mutator,VEE_MigratoryHerds
20460,mutator,GL_CaveEntrance
20461,mutator,GL_CaveEntrance
20461,mutator,VEE_QuicksandPits
20596,mutator,VEE_MigratoryHerds
20598,mutator,GL_DesertPlateau
20598,mutator,VEE_QuicksandPits
20610,mutator,GL_CaveEntrance
20610,mutator,VEE_HardToTraverse
20739,mutator,GL_Cliff
20779,mutator,GL_Cliff
20779,mutator,Sandy
21262,mutator,GL_Cliff
21262,mutator,GL_CliffCorner
21275,mutator,GL_CliffCorner
21290,mutator,GL_Cliff
21295,mutator,VEE_HardToTraverse
21386,mutator,VEE_MigratoryHerds
21386,mutator,VEE_QuicksandPits
21389,mutator,GL_DesertPlateau
21389,mutator,VEE_HardToTraverse
21391,mutator,GL_Cliff
21391,mutator,VEE_AggressiveHerds
21671,mutator,GL_Cliff
21671,mutator,GL_DesertPlateau
21672,mutator,VEE_AggressiveHerds
21672,mutator,VEE_QuicksandPits
21674,mutator,GL_Cliff
21711,mutator,VEE_AggressiveHerds
21719,mutator,GL_CaveEntrance
